sample, mag, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63
1, 11.095474174755454, 633.2861828254097, 0.5039082294830282, 4.466790962203904, -1.0110696250335796, 4.531385139709182, -2.067913394028169, 2.255069983688446, -6.792383453364473, 5.308103984773721, -11.411274496054908, 9.714367002783323, -9.671193467576355, -1.458397880870841, -1.6501506069837404, 1.1744672659359006, 3.141164675117819, 4.0147557774863, 4.68410311426098, 0.5016497980537652, 2.0566068707113945, -2.1168018296514273, -0.2315019488608394, -1.5524833698913136, 7.4451209327865, -7.764054953480537, 9.88776765518896, -13.305300238658765, 9.62560152984979, -11.449457438256697, 3.171347961668004, -5.824719565590811, -1.7549638163756265, 8.171079436459479, -1.7549638163756294, -5.824719565590806, 3.171347961668004, -11.449457438256697, 9.625601529849789, -13.305300238658763, 9.88776765518896, -7.764054953480537, 7.445120932786501, -1.5524833698913163, -0.23150194886083852, -2.1168018296514273, 2.0566068707113954, 0.5016497980537653, 4.6841031142609815, 4.0147557774863, 3.1411646751178206, 1.1744672659358986, -1.650150606983741, -1.4583978808708422, -9.671193467576355, 9.714367002783323, -11.41127449605491, 5.308103984773721, -6.792383453364473, 2.2550699836884487, -2.0679133940281695, 4.531385139709182, -1.0110696250335793, 4.466790962203906, 0.5039082294830279
2, 9.217422345522897, 634.533245252354, 1.745583159454451, 5.059244189245745, 0.9010380613336721, 3.1433737713474925, -1.3064039891170225, 0.9727819488020195, -4.353818337666495, 1.890967921676048, -5.378807856247304, 7.198207582398264, -7.906937794618184, 5.4520876285533735, -1.6622908204523408, 11.34164605293176, -2.7665661063624922, 4.585553189597675, -4.771214834501904, 0.04227777170652125, -6.041414109009897, 0.7692745149188362, -2.881704941718528, 3.950116679583764, -9.736210094378785, 4.546471205428634, -10.418630066978551, 8.342334995229663, -8.888439987689104, 7.015870910131442, -2.5657495822062906, 3.5175369293180934, 1.4301382851395463, -9.418141863403775, 1.4301382851395499, 3.517536929318091, -2.5657495822062906, 7.015870910131442, -8.888439987689102, 8.34233499522966, -10.418630066978551, 4.546471205428633, -9.736210094378784, 3.9501166795837657, -2.8817049417185285, 0.7692745149188354, -6.041414109009896, 0.04227777170652125, -4.7712148345019, 4.585553189597675, -2.7665661063624896, 11.34164605293176, -1.6622908204523403, 5.4520876285533735, -7.906937794618186, 7.198207582398266, -5.378807856247306, 1.890967921676049, -4.353818337666497, 0.9727819488020204, -1.3064039891170216, 3.1433737713474925, 0.9010380613336724, 5.059244189245747, 1.7455831594544537
3, 9.279236790083473, 633.8824217238043, 1.0756951070515939, 3.5718929354657156, 0.8656872420167512, -0.5715327231958502, -2.0574150577460184, -2.4255951379427225, -1.6888665385603512, -4.34113566126458, 2.926774831803083, -3.3247878813857, 0.6627256036858116, 4.135123286657269, -0.7509110265313436, 1.8767916966781844, -4.994360759746419, -5.261818204430597, -4.932052012125907, -1.6382388214302994, 0.39271468986799474, 0.5300215608762717, 2.0080882215674354, -3.7221353659038745, 4.073867310117271, 0.5475130172736087, 5.475683211717621, -1.273418289687992, 5.379119616426706, -2.1599615246072226, 1.1149274305030783, -1.6839216115116988, -1.6909125319971028, 10.068965391953498, -1.6909125319971086, -1.6839216115116964, 1.1149274305030776, -2.159961524607221, 5.379119616426702, -1.2734182896879902, 5.47568321171762, 0.5475130172736087, 4.073867310117267, -3.7221353659038714, 2.008088221567432, 0.5300215608762722, 0.39271468986799196, -1.6382388214302979, -4.93205201212591, -5.261818204430597, -4.994360759746418, 1.8767916966781868, -0.7509110265313452, 4.135123286657269, 0.6627256036858074, -3.324787881385697, 2.926774831803079, -4.34113566126458, -1.6888665385603514, -2.4255951379427207, -2.0574150577460197, -0.5715327231958485, 0.8656872420167511, 3.5718929354657183, 1.0756951070515925
4, 7.173642982873407, 633.3461817585278, 0.5126132280084217, 2.072163103158996, 0.8934578948405617, -4.044026141473425, -2.144650088537413, -4.801442954178192, 1.9790997902632619, -7.758616237178415, 9.402896947235625, -10.539609372315997, 8.92979292735798, -1.8415879053053268, 1.7214961737839358, -10.063149958961418, 2.3857630080964056, -3.9347296610479243, 6.441450339348973, 1.3523700627712794, 6.619901768808068, -0.31890177617297877, 1.89209777024411, 1.1344410365605349, 5.558352531375698, -4.290769095692752, 3.0184519702768022, -5.128027007398609, 0.5242649980094931, -1.8785377659551623, 1.5958847038354633, 0.9623539237859411, 3.1198837186488975, -9.532725426676961, 3.119883718648902, 0.9623539237859394, 1.595884703835464, -1.8785377659551636, 0.5242649980095, -5.128027007398611, 3.0184519702768045, -4.290769095692753, 5.558352531375701, 1.1344410365605322, 1.8920977702441135, -0.3189017761729792, 6.6199017688080675, 1.3523700627712776, 6.44145033934897, -3.934729661047925, 2.3857630080964, -10.063149958961418, 1.7214961737839354, -1.8415879053053255, 8.929792927357978, -10.539609372315997, 9.402896947235623, -7.7586162371784155, 1.9790997902632603, -4.8014429541781904, -2.1446500885374125, -4.044026141473425, 0.8934578948405612, 2.0721631031589975, 0.5126132280084208
5, 9.723957003622123, 630.667342988335, -2.1851048606800476, -1.598324464221732, -1.182964353158344, -8.839537584302242, -3.551694887506739, -7.250045753660645, 3.214065783847464, -7.98918974143347, 7.840297158324171, -9.338241702942105, 7.029668999815702, -6.033520897919362, 1.5089730663890255, -5.789613581688613, 5.735719944479997, 5.798058169707133, 4.468119009384946, 2.169425682950975, -2.9221609735987153, 1.2754424723166942, -1.9929098308367124, 4.486135068900473, -8.890553053510736, 7.9510158562516935, -7.53526272620334, 12.564628544075138, -3.405075675752619, 8.642210986593467, -1.0695314816622308, 2.959802085191706, -1.31662932499847, 12.211564196869745, -1.316629324998474, 2.9598020851917086, -1.0695314816622314, 8.642210986593469, -3.405075675752624, 12.56462854407514, -7.535262726203341, 7.951015856251693, -8.890553053510734, 4.486135068900472, -1.992909830836715, 1.2754424723166933, -2.922160973598713, 2.1694256829509726, 4.4681190093849485, 5.798058169707133, 5.735719944479996, -5.7896135816886165, 1.5089730663890257, -6.033520897919363, 7.029668999815703, -9.338241702942106, 7.840297158324173, -7.989189741433471, 3.214065783847462, -7.250045753660647, -3.551694887506741, -8.83953758430224, -1.1829643531583447, -1.59832446422173, -2.1851048606800507
6, 13.35223538950799, 630.5102795067461, -2.3392476028628555, -2.6825960994316547, -0.6289721159919486, -9.755578526280999, -1.5796592570747574, -4.706697251716545, 5.547340164238888, -0.9720261302443303, 3.123965531226104, 2.7550901096497142, 0.3025326850992358, -0.15753588966011955, 1.7878129934721667, 10.452352007952882, 1.4020785821591415, 6.613568431240708, -4.623121151744752, 0.5106423624677472, -2.198952766340388, 2.081664732418708, 2.7396825947340013, -3.3530686824753797, 8.500340556020094, -4.163765939760822, 11.431472225405354, -12.956754358800236, 8.29910868677235, -11.2662394202228, 3.280210077436383, -3.935330238887442, 2.33584101939359, -12.054500715280824, 2.335841019393595, -3.935330238887443, 3.280210077436384, -11.2662394202228, 8.299108686772351, -12.956754358800236, 11.431472225405354, -4.163765939760821, 8.500340556020092, -3.3530686824753815, 2.7396825947340004, 2.0816647324187074, -2.1989527663403896, 0.5106423624677472, -4.623121151744751, 6.613568431240708, 1.4020785821591444, 10.45235200795288, 1.787812993472167, -0.15753588966012, 0.30253268509923714, 2.7550901096497107, 3.1239655312261068, -0.9720261302443314, 5.547340164238886, -4.7066972517165455, -1.5796592570747583, -9.755578526280999, -0.6289721159919497, -2.6825960994316542, -2.339247602862856
7, 12.287372511454285, 634.0165134361314, 1.175551824385824, -0.06785096177715699, 3.4915069326019146, -5.790019827028325, 4.01471045072242, 2.495484722937247, 8.229657047722718, 9.250882474544582, -1.495256913289325, 14.504556494117102, -4.93455244428792, 7.411789264328801, 0.7038458353730135, 10.709014807740143, -4.960129973525079, -5.640994688118185, -3.748436321498561, -2.895637273567489, 3.338063058767262, -4.053393835170545, -2.0858087906283505, -2.551300489974201, -3.961832646095106, -4.3847799000005665, -12.691324326685928, 6.223403018427653, -14.168403954768408, 9.092810748871091, -8.406592375838772, 1.4778267124587932, -6.664844260946534, 8.548266785895521, -6.664844260946539, 1.4778267124587967, -8.406592375838772, 9.092810748871091, -14.16840395476841, 6.223403018427655, -12.691324326685926, -4.384779900000567, -3.9618326460951008, -2.551300489974201, -2.0858087906283447, -4.053393835170544, 3.338063058767263, -2.8956372735674885, -3.74843632149856, -5.640994688118183, -4.960129973525072, 10.709014807740143, 0.7038458353730164, 7.4117892643288, -4.934552444287915, 14.504556494117102, -1.4952569132893196, 9.250882474544582, 8.22965704772272, 2.4954847229372454, 4.0147104507224185, -5.790019827028326, 3.4915069326019146, -0.06785096177715377, 1.1755518243858223
8, 13.644432151211326, 636.4632504938103, 3.607751465543265, 1.4429914120904348, 6.146447200621134, -2.1887267361299214, 7.312571800512927, 7.384690265260882, 5.561001079551529, 12.278620025544694, -6.97516779088564, 11.214609900802566, -7.307646589491642, 3.2603656068823432, -4.175165323426346, -9.30280092223183, -5.640845853348168, -10.11980236062604, 1.6118870707088502, -3.3643893960400946, -3.9555085554984126, -3.421891065990365, -5.4328134738900635, 1.322353691253646, -8.532047995585227, 5.128442847712039, 2.7919932660835514, -2.9330080732087342, 11.027661403581314, -11.301808285950244, 6.961389272752529, -4.869488754819066, 4.988472129521804, -10.995003843574409, 4.988472129521806, -4.869488754819066, 6.961389272752529, -11.301808285950244, 11.027661403581313, -2.9330080732087334, 2.791993266083548, 5.12844284771204, -8.53204799558523, 1.3223536912536495, -5.432813473890065, -3.421891065990366, -3.9555085554984126, -3.364389396040094, 1.6118870707088493, -10.11980236062604, -5.64084585334817, -9.302800922231826, -4.175165323426344, 3.260365606882345, -7.3076465894916405, 11.21460990080257, -6.975167790885637, 12.278620025544695, 5.5610010795515326, 7.384690265260883, 7.312571800512928, -2.1887267361299223, 6.146447200621136, 1.4429914120904384, 3.6077514655432656
9, 12.275618474065281, 640.255987001696, 7.332942875150939, 4.17150351693363, 9.454745052364487, 2.8030747336520054, 9.781672603866364, 10.49161447682296, 0.8528547933540886, 8.348841139107455, -7.395392780089471, -2.383155174702371, -2.6139025122608373, -5.91173309469999, -4.473582636738797, -16.045598533913605, 1.7793469432025337, 3.194257630439268, 0.6139609548830064, 1.0216936505650365, -4.589326360728767, 2.7742413892227926, 2.973209206243446, -3.4718887699409846, 9.934356916333526, -7.996540290747783, 2.996282340758957, -6.946271058861815, -11.074286254989227, 5.839439273117846, -10.992835604700916, 1.9074218781112158, -9.485268787132352, 7.202267335688703, -9.485268787132354, 1.9074218781112164, -10.992835604700915, 5.839439273117845, -11.07428625498922, -6.946271058861815, 2.9962823407589596, -7.996540290747779, 9.93435691633353, -3.4718887699409793, 2.973209206243449, 2.774241389222793, -4.589326360728766, 1.0216936505650347, 0.6139609548830086, 3.194257630439267, 1.7793469432025346, -16.0455985339136, -4.473582636738798, -5.911733094699988, -2.613902512260835, -2.3831551747023623, -7.395392780089468, 8.348841139107458, 0.8528547933540913, 10.491614476822964, 9.781672603866367, 2.8030747336520045, 9.454745052364489, 4.171503516933634, 7.3329428751509385
10, 10.005222339756903, 642.6372053294076, 9.564529639001446, 5.282434458387497, 10.43475396680949, 5.775355852699023, 8.248068910353306, 8.249401149547072, -6.194499587450718, -2.58053653739558, -4.690114828654536, -16.33243253895348, 2.1730384016374065, -10.666493935720855, -1.5235649744809463, -0.28606490515534333, 2.43032255449881, 6.327065852740333, -5.758381183720476, -1.291544848770728, 2.1359630967595944, -3.405410678828855, -2.2855438187975476, -2.5802681144681863, -9.37589604794147, 0.7038607486300402, -13.057751574295022, 8.711587494093322, 2.61285208177942, -5.480763948901371, 8.006165941812597, -5.000254241453794, 7.7282285026511595, -9.583485663400381, 7.728228502651162, -5.000254241453792, 8.006165941812595, -5.480763948901369, 2.612852081779414, 8.711587494093322, -13.057751574295022, 0.7038607486300398, -9.37589604794147, -2.5802681144681863, -2.285543818797547, -3.4054106788288534, 2.1359630967595944, -1.291544848770728, -5.758381183720475, 6.327065852740333, 2.4303225544988107, -0.28606490515534533, -1.5235649744809463, -10.666493935720855, 2.1730384016374087, -16.332432538953476, -4.690114828654533, -2.5805365373955773, -6.194499587450714, 8.249401149547076, 8.248068910353311, 5.775355852699024, 10.434753966809492, 5.282434458387501, 9.56452963900145
