sample, mag, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31
11, 10.786016448284375, 314.78871956631224, -0.015073966696685537, -3.8489652686134974, -14.653888959637637, -15.912584773854462, -5.514771992523353, 2.2265907255636646, 11.917116014252464, 4.1597496480871285, -5.164852971543246, -1.6743111372952169, 3.189212040090868, 10.651052263850874, 7.416139395587998, 2.8825739735814726, 0.3978185390100871, -2.0624041887264184, 0.3978185390100895, 2.882573973581473, 7.416139395587995, 10.651052263850872, 3.1892120400908572, -1.6743111372952177, -5.164852971543248, 4.1597496480871285, 11.917116014252459, 2.2265907255636628, -5.514771992523365, -15.912584773854464, -14.65388895963764, -3.848965268613497, -0.015073966696682706
12, 9.405940617666616, 316.04855093843076, 0.35819165929405394, -4.872623057178158, -12.175184514608523, -5.849879391230161, 14.990203834679676, 13.330926630832733, 9.585957773086221, -4.021997975073802, 0.40446820408216677, 6.516758764855024, 9.285686516800096, -9.636843399145448, -8.869054198047737, -5.172140790536302, -1.7733891848209553, 0.802572816607892, -1.773389184820955, -5.172140790536302, -8.869054198047733, -9.636843399145446, 9.285686516800101, 6.516758764855025, 0.40446820408216677, -4.021997975073802, 9.585957773086225, 13.330926630832735, 14.990203834679667, -5.849879391230163, -12.175184514608526, -4.872623057178158, 0.35819165929405683
13, 10.644800191662753, 315.4215763841906, -1.1570666054103345, -6.993548485911853, -7.3738445981655225, 5.936436669476741, 20.5628342960969, 6.476694647284107, -9.559008876484835, -5.419581020205655, 3.869522602747983, -4.333298684461138, -14.418417056784055, 2.1610089565023376, 6.594037632913104, 5.99371364365432, 2.4359055206548375, -0.17559826236771414, 2.4359055206548375, 5.99371364365432, 6.594037632913102, 2.161008956502336, -14.418417056784062, -4.333298684461138, 3.869522602747985, -5.419581020205655, -9.55900887648483, 6.476694647284109, 20.56283429609689, 5.936436669476739, -7.373844598165525, -6.993548485911853, -1.1570666054103327
14, 11.256955176977279, 315.9164779694272, -1.5154927050707978, -6.965565554892723, 0.9513992796214561, 15.22219146255406, 8.759920591444185, -7.557513963264743, -12.592172948952882, 4.648972529313951, -1.3838569807097025, -2.76261161987071, 7.087222096431033, 6.857741511749486, -1.8809507052100156, -5.733052818642785, -2.8632290092096477, -0.3193033228689046, -2.8632290092096464, -5.733052818642785, -1.8809507052100134, 6.857741511749486, 7.087222096431031, -2.762611619870709, -1.3838569807097025, 4.648972529313951, -12.592172948952882, -7.557513963264742, 8.75992059144419, 15.22219146255406, 0.9513992796214548, -6.965565554892723, -1.5154927050707965
15, 14.217406405261949, 317.29395886586894, -0.9595678679434337, -5.09941358973899, 9.606395700191007, 16.07011744349939, -10.558946250273621, -12.228727882271553, 4.419618331918111, 4.92467943496905, -4.093203171660619, 5.4256693757244925, 5.283328825779561, -13.328247677732884, -5.106366017825911, 2.832058680361717, 1.3346056401545892, -1.0581775735728058, 1.334605640154591, 2.8320586803617154, -5.106366017825911, -13.328247677732882, 5.28332882577957, 5.4256693757244925, -4.093203171660619, 4.92467943496905, 4.419618331918109, -12.228727882271553, -10.558946250273612, 16.070117443499395, 9.606395700191007, -5.099413589738992, -0.9595678679434312
16, 8.417490686058985, 321.7213720447997, 2.598093403934006, 0.2559933896963651, 17.32723156025089, 9.257559560466168, -19.410134973805203, -1.4851323802580039, 13.802887042411811, -6.026453425755649, 0.7397192711653702, -4.461794507543448, -16.794962418080424, 7.483112338389739, 5.31378663561278, -4.9677865950980005, -5.4745166974041215, -3.3692356053579715, -5.474516697404121, -4.967786595097999, 5.313786635612781, 7.4831123383897395, -16.79496241808042, -4.4617945075434475, 0.7397192711653711, -6.026453425755647, 13.802887042411815, -1.4851323802580045, -19.4101349738052, 9.25755956046617, 17.327231560250894, 0.2559933896963651, 2.5980934039340102
17, 13.052680880564528, 320.30550832937723, 0.23983993325168962, -0.16307299029865274, 13.603076481699148, -8.406531171953397, -16.222465083636173, 6.1228160033744, -3.7376334633088626, -9.352092613899828, -0.34661284072379805, -5.89634529496733, 9.737432097927735, -0.6807176244988931, -6.980303734112104, 3.2278883624016754, 6.36529026032936, 4.785099320780432, 6.36529026032936, 3.227888362401674, -6.9803037341121055, -0.6807176244988904, 9.737432097927728, -5.8963452949673325, -0.34661284072379983, -9.352092613899828, -3.73763346330886, 6.122816003374399, -16.222465083636177, -8.406531171953393, 13.60307648169915, -0.16307299029865296, 0.23983993325169273
18, 12.633258929229807, 323.97969720077526, 2.8918236263493116, 4.253058626506817, 9.764698008319748, -17.13228237460669, 4.841831243332083, 8.993247791967116, -13.1285768687906, 7.442317141178108, 0.09458737561143238, 8.984474326277384, 5.349901326745714, -7.702612392580251, 4.654921562494427, -2.975217568853499, -9.199175935312145, -8.459288192178462, -9.199175935312141, -2.975217568853497, 4.654921562494429, -7.70261239258025, 5.3499013267457185, 8.984474326277384, 0.09458737561143504, 7.442317141178108, -13.1285768687906, 8.993247791967116, 4.8418312433320825, -17.13228237460669, 9.764698008319751, 4.253058626506818, 2.891823626349317
19, 8.932130012382128, 326.3071311054465, 4.041200202654615, 6.497780297899608, 0.8960245477377038, -17.850619491262446, 19.221283833193233, -2.0232006132504945, -4.605012156047319, 5.677903742501797, -3.818542023741199, -5.544932918024891, -20.649165819545672, 6.253923367634414, -6.369927357394716, -3.554860548334811, 5.722640651847188, 6.131854287507252, 5.722640651847184, -3.554860548334812, -6.369927357394716, 6.25392336763441, -20.64916581954568, -5.544932918024887, -3.8185420237411964, 5.677903742501798, -4.60501215604732, -2.023200613250492, 19.221283833193233, -17.85061949126245, 0.89602454773771, 6.49778029789961, 4.041200202654615
20, 10.490965618811153, 325.8571368420571, 2.266494067033679, 5.010099427098112, -10.976254102067628, -10.757933706507071, 13.938277710514138, -13.041377755980488, 8.916566829546422, -9.769751045849333, -0.8443105684450369, -6.895794959082289, 15.516791918402571, -3.1510107615039145, 3.9846031490498, 7.632049956951965, -3.91227365229864, -5.681860024117896, -3.9122736522986346, 7.632049956951963, 3.9846031490497964, -3.151010761503914, 15.516791918402566, -6.895794959082291, -0.8443105684450396, -9.769751045849333, 8.916566829546419, -13.041377755980488, 13.93827771051414, -10.757933706507075, -10.976254102067625, 5.010099427098114, 2.2664940670336824
21, 13.034535985708066, 326.4728640286288, 1.458578260204092, 3.7785283438590076, -18.186915324806257, 3.5219828727845877, -2.941825482239218, -7.2726149350590905, 8.654200622648109, -5.227909479112426, 4.477847513387336, 11.037111555911501, 3.5157449827677194, -1.7831118191283735, -0.31818969535866515, -10.666192426223272, 1.7976582723763777, 5.066132837546206, 1.797658272376376, -10.666192426223272, -0.31818969535866337, -1.7831118191283752, 3.515744982767731, 11.0371115559115, 4.477847513387337, -5.227909479112427, 8.654200622648109, -7.272614935059092, -2.94182548223921, 3.521982872784584, -18.186915324806254, 3.7785283438590076, 1.458578260204094
22, 9.711007001469715, 329.65650053339317, 3.10134674427061, 4.297279991848027, -17.236110942367112, 17.374213426425058, -16.05405255962543, 8.077757023218807, -5.534495772692101, 9.154023859277672, -2.139682715675114, -3.385696639760619, -21.807739298403412, 2.805813531419431, -6.718297220673055, 8.519479995597958, -3.3521509017840225, -8.249769342310572, -3.352150901784017, 8.51947999559796, -6.71829722067306, 2.80581353141943, -21.807739298403416, -3.3856966397606176, -2.1396827156751117, 9.154023859277672, -5.534495772692097, 8.077757023218807, -16.054052559625426, 17.374213426425058, -17.23611094236711, 4.297279991848028, 3.101346744270617
23, 8.287749673763754, 330.75469165257425, 2.518385392208085, 1.9927695090510018, -12.746213601565803, 18.641767273077868, -17.469996169461748, 10.691685544088951, -13.783043793319003, 2.0442729743480323, -7.040867697201204, -12.049707585455872, 16.921957823773845, -6.145082622671104, 7.393560617307268, -9.27398676748279, 0.5170960624172396, 7.151578223129491, 0.5170960624172363, -9.273986767482786, 7.393560617307269, -6.145082622671103, 16.921957823773834, -12.049707585455874, -7.040867697201207, 2.0442729743480332, -13.783043793319006, 10.691685544088953, -17.46999616946175, 18.641767273077868, -12.746213601565803, 1.9927695090510058, 2.5183853922080885
24, 10.688090851873289, 329.5945830827776, -0.3973646262574987, -2.7851137493056184, -6.0228537628103656, 7.070714921967632, -5.100280033444475, -1.4368406282454913, -1.1678982049462965, -10.252214978458767, 4.015027843589199, 11.953906765581296, 2.551397865068464, 5.606775172900032, -5.710340835766031, 8.590222566862744, 2.3774567783825384, -5.991469653332842, 2.377456778382543, 8.590222566862742, -5.7103408357660275, 5.606775172900031, 2.5513978650684703, 11.953906765581294, 4.0150278435891975, -10.252214978458767, -1.1678982049463018, -1.4368406282454895, -5.100280033444479, 7.070714921967634, -6.022853762810369, -2.7851137493056175, -0.3973646262574947
25, 16.199915608997024, 329.5892894465359, -2.142927495689657, -5.983770798829063, 3.886280907451192, -7.485900931044396, 12.960036219246149, -10.633312967936147, 14.486428352146575, -0.8841644045513697, 6.635422854377818, 4.062717799689359, -18.593869680100457, -0.6202431321405761, 3.2668992118224898, -5.433675599026406, -4.0153447981798776, 5.996763289574545, -4.01534479817988, -5.4336755990264045, 3.2668992118224867, -0.6202431321405744, -18.593869680100465, 4.062717799689363, 6.635422854377823, -0.884164404551371, 14.486428352146575, -10.633312967936146, 12.96003621924614, -7.4859009310443945, 3.8862809074511864, -5.983770798829063, -2.1429274956896567
26, 7.159937381149871, 335.9581049364523, 2.4455952591256858, -2.382141073531902, 17.786272904113698, -13.148651287944524, 23.04431866001598, -4.259010971695727, 8.068010050144768, 10.25750861470047, -7.841242034884085, -17.495322885752483, 14.575972487200614, -9.227757908262141, -5.012496916390542, -4.428823863602605, -0.7422214806578857, -12.365578779490903, -0.7422214806578765, -4.428823863602606, -5.012496916390535, -9.227757908262141, 14.575972487200612, -17.495322885752483, -7.841242034884082, 10.25750861470047, 8.068010050144775, -4.2590109716957265, 23.044318660015982, -13.148651287944524, 17.786272904113698, -2.382141073531902, 2.445595259125692
27, 4.901537262527127, 332.2782752781609, -3.037803093521328, -8.186386758291865, 16.26272793509489, -20.07994804218678, 4.232219445554215, -0.40341824039219265, -18.425161637639285, -5.484651085364973, -9.226838324109728, 4.367016979058629, -1.9264948514892124, 9.90348053137334, 1.759429573057992, 10.647978854893475, 2.7115718775636477, 16.0454084377823, 2.7115718775636424, 10.647978854893475, 1.7594295730579885, 9.90348053137334, -1.9264948514892097, 4.367016979058623, -9.226838324109732, -5.484651085364973, -18.425161637639278, -0.4034182403921971, 4.232219445554221, -20.07994804218678, 16.26272793509489, -8.186386758291865, -3.0378030935213243
28, 5.494202256166345, 327.35008972683966, -9.558122566444199, -13.617549373874732, 8.839848406815921, -15.053607329056462, -17.399851909722635, 5.744142714051548, -12.53876313218838, -6.5776789564090725, 16.082646719020577, 19.718717412669918, -6.017583246692059, 2.3867045066721895, 9.864138654425592, -7.013196168120659, 3.9366034182413694, -11.117222886461121, 3.936603418241374, -7.013196168120659, 9.864138654425595, 2.3867045066721895, -6.0175832466920625, 19.718717412669918, 16.08264671902057, -6.577678956409074, -12.53876313218839, 5.744142714051546, -17.399851909722635, -15.053607329056465, 8.839848406815921, -13.617549373874736, -9.558122566444197
29, 5.307519255813893, 324.2872368224074, -13.786944242781837, -14.877085098854241, 0.8189191544952257, 1.553353887616273, -20.33934335603563, 8.555877229032143, 17.863431555261524, 10.412836636686123, 8.477419380273899, -13.35878128807552, 15.242690557789697, -6.184840804264001, -10.688037990136397, 10.06861060035194, -2.501310656327381, 14.180075790893397, -2.501310656327382, 10.068610600351938, -10.688037990136397, -6.184840804264002, 15.242690557789697, -13.358781288075518, 8.477419380273904, 10.412836636686123, 17.863431555261513, 8.555877229032141, -20.339343356035638, 1.5533538876162694, 0.8189191544952257, -14.877085098854243, -13.78694424278184
30, 10.47364766038588, 319.5641028362412, -19.055468770248574, -15.172473393340587, -8.342325102923708, 16.973474298449855, -4.761195290679083, 2.059629994835106, 21.65014353519226, 9.64053186084135, -15.40608103782859, -4.624030831820766, -5.232301489672284, 12.762594214339577, 14.899414242204495, -4.164710617302277, 8.665127124078289, -9.456941804727165, 8.665127124078289, -4.164710617302278, 14.899414242204495, 12.762594214339575, -5.232301489672285, -4.624030831820772, -15.406081037828594, 9.64053186084135, 21.650143535192257, 2.0596299948351064, -4.761195290679091, 16.97347429844985, -8.342325102923708, -15.172473393340589, -19.055468770248574
31, 10.970037486953046, 319.7286311683844, -18.707201366763016, -8.282851807753023, -9.831764497848575, 27.290236751364716, 19.863527631840213, -2.193408424348835, -4.660732735844558, -5.689702650519878, 2.224771341946837, 21.55803298754223, -4.797141699758507, -7.257398137908979, -9.502448699238874, 2.197900823544984, -9.93418059611929, 9.292413472583917, -9.934180596119294, 2.197900823544982, -9.502448699238872, -7.257398137908979, -4.797141699758518, 21.55803298754223, 2.2247713419468353, -5.689702650519876, -4.6607327358445545, -2.193408424348835, 19.863527631840206, 27.290236751364716, -9.831764497848576, -8.282851807753026, -18.707201366763023
32, 11.346151859841898, 320.89940857779874, -16.656273788233207, 0.7848878348675563, -7.198364221073405, 22.28408494901644, 27.31828538672378, -3.454883338224807, -23.404792226057708, -9.805060192984598, 14.145082648848163, -12.488338735317644, 9.74762234329241, -3.4914763177675834, -0.23541374128410597, -1.142666171251268, 9.508659497078652, -10.46319088199823, 9.508659497078648, -1.142666171251268, -0.23541374128410864, -3.491476317767587, 9.747622343292413, -12.48833873531764, 14.145082648848165, -9.805060192984598, -23.40479222605771, -3.454883338224805, 27.318285386723783, 22.28408494901644, -7.198364221073408, 0.7848878348675536, -16.656273788233218
33, 11.626328892318915, 322.17496901416985, -13.884981458124388, 9.740822189885588, -2.2488653862846437, 3.9553984335654366, 10.028810723606991, -1.1334863676715408, -5.393292081491444, 4.518925241105564, -9.163535705460903, -13.65878557939763, -7.9132767518211775, 10.122356455414785, 7.66256029271899, -2.4357706363795475, -11.139554255754762, 9.18763044562715, -11.139554255754762, -2.43577063637955, 7.662560292718991, 10.122356455414785, -7.913276751821172, -13.658785579397634, -9.1635357054609, 4.5189252411055625, -5.393292081491447, -1.1334863676715408, 10.028810723607, 3.955398433565441, -2.2488653862846464, 9.740822189885584, -13.884981458124395
34, 4.529470563100757, 324.75513385375064, -9.325069818063433, 18.322005716689453, 4.32840598183581, -16.141415221403303, -16.01696562069234, 2.299176331293051, 20.528238801284736, 8.529499756613518, -12.348574011458457, 20.6793738569934, -3.66388354290262, -13.923709955672628, -15.927847425593768, 1.984061522772322, 8.536214059470312, -11.767795285207967, 8.53621405947031, 1.9840615227723237, -15.927847425593772, -13.923709955672624, -3.663883542902618, 20.679373856993404, -12.348574011458462, 8.529499756613518, 20.528238801284733, 2.299176331293051, -16.01696562069233, -16.1414152214033, 4.3284059818358065, 18.322005716689453, -9.325069818063438
35, 17.93973807642458, 319.63753068463654, -12.006235673246522, 16.805616299482566, 2.611445110972358, -32.98166349945264, -33.249262192664354, -1.6453870380047015, 9.824453828030652, -7.099090080686366, 12.399940276764172, -2.7902648474544156, 12.247389164781119, 10.607270067168262, 20.499448638186855, 0.9175869559930971, -3.1657269244132014, 16.885398454322058, -3.165726924413203, 0.9175869559930963, 20.499448638186852, 10.607270067168258, 12.247389164781119, -2.7902648474544116, 12.399940276764166, -7.099090080686366, 9.82445382803065, -1.645387038004701, -33.24926219266436, -32.98166349945264, 2.611445110972353, 16.805616299482562, -12.006235673246527
36, 7.258831396633042, 327.4999572201276, -1.3970532413057988, 25.112262265098472, 11.669240438439395, -19.82452232020742, -11.44190175598808, 4.5679224925957795, -10.043440585647383, -3.4118965874994416, 11.094077172786069, -16.435014803136383, -9.195213134723977, -1.519207183783605, -19.58125537173248, -5.825872921554778, -4.920166366136315, -24.747824989813125, -4.920166366136315, -5.825872921554774, -19.581255371732475, -1.5192071837836014, -9.195213134723971, -16.435014803136383, 11.094077172786077, -3.4118965874994416, -10.043440585647378, 4.567922492595782, -11.441901755988086, -19.82452232020743, 11.669240438439394, 25.11226226509848, -1.3970532413058017
37, 6.791927917850952, 328.4947871034881, 2.379105133835959, 22.6524703761537, 9.758536817390057, -2.2134204121927024, 13.225973477763334, -2.340198066614125, -21.411554797233258, -0.7633364548047011, -24.785142670772522, 7.1259491492501885, -10.445340162538601, -17.024664155949125, 3.373391633560444, 1.0656930434208967, 3.978839380900041, 23.75299510645266, 3.9788393809000353, 1.065693043420893, 3.3733916335604377, -17.024664155949125, -10.445340162538615, 7.125949149250186, -24.785142670772522, -0.7633364548047014, -21.411554797233258, -2.340198066614122, 13.225973477763327, -2.213420412192706, 9.758536817390063, 22.652470376153705, 2.3791051338359566
38, 9.427621213535682, 325.2429529340178, 1.8796548618127402, 12.744912301939928, 0.8599820304293617, 13.40004927816403, 23.336363939258018, -8.598285494503294, 0.059835086505493296, 2.4170667041389753, -1.7838227511681328, 11.230642622642591, 21.613245654778403, 26.90028223714007, 15.680481517131351, 5.866202088976301, -0.6900866252463311, -20.50116093698236, -0.690086625246328, 5.866202088976307, 15.680481517131359, 26.900282237140065, 21.6132456547784, 11.230642622642595, -1.7838227511681441, 2.4170667041389744, 0.05983508650548508, -8.598285494503294, 23.336363939258014, 13.400049278164026, 0.8599820304293635, 12.744912301939934, 1.8796548618127393
39, 17.2884287231411, 317.34011043189616, -3.191186922383002, -3.1523834042266623, -11.64757818839041, 18.82763248341089, 11.56525494441366, -4.0130974690511705, 23.144967370710333, 4.015170624274987, 30.27475803871465, -9.44538981862435, -5.9275934670404435, -12.178092122108648, -19.62627184829585, -1.3519125247404522, 8.377639996485694, 28.404003439104002, 8.377639996485685, -1.3519125247404535, -19.626271848295858, -12.178092122108648, -5.927593467040435, -9.44538981862435, 30.27475803871465, 4.015170624274987, 23.144967370710333, -4.013097469051173, 11.565254944413661, 18.82763248341089, -11.647578188390408, -3.152383404226658, -3.191186922383003
40, 16.238701302535894, 322.21954074074665, 4.5491227430058165, -6.158909018742601, -8.269256142279602, 24.579364689088905, 0.12796756535262688, 15.296913307457789, 17.82565532063438, 5.485775797982668, -3.077888966385541, 2.034111132536763, -9.834880418889488, -5.225294951818794, 20.802560247126888, 0.026643243189844235, -12.626076282447066, -33.28343374795452, -12.626076282447066, 0.026643243189847787, 20.802560247126888, -5.225294951818796, -9.83488041888949, 2.0341111325367622, -3.077888966385532, 5.48577579798267, 17.825655320634386, 15.296913307457787, 0.12796756535262688, 24.579364689088905, -8.269256142279605, -6.158909018742597, 4.549122743005813
41, 6.1838888396512806, 326.5830006831445, 11.514799146840769, -9.075915542940523, -3.3550381711602046, 14.138840220267856, -13.878286856090682, 12.51124156612337, -20.217903200991834, -8.894600933125503, -34.80452445366795, 1.3392944220070273, 9.551888313304957, 11.602912686814555, -23.47463621431576, -7.608059409949957, 7.230251945675704, 28.91997380555665, 7.2302519456756995, -7.6080594099499566, -23.47463621431575, 11.602912686814559, 9.55188831330496, 1.339294422007029, -34.80452445366795, -8.894600933125503, -20.21790320099183, 12.511241566123374, -13.878286856090675, 14.13884022026786, -3.355038171160201, -9.07591554294052, 11.514799146840765
42, 13.444691924604008, 324.9961551000994, 12.118153544515, -16.4407102969342, -2.9928422567064086, -10.06955430822488, -20.793757803191344, -10.691943032862984, -30.387327970763188, -9.849235740380507, 12.604059006342418, -6.815363133303665, -4.260464985169964, -14.42509220283593, 15.190287036314611, 11.13381171180895, -4.363678233678337, -27.333128222511533, -4.363678233678339, 11.13381171180895, 15.190287036314606, -14.425092202835927, -4.260464985169964, -6.815363133303666, 12.604059006342409, -9.849235740380507, -30.387327970763195, -10.691943032862982, -20.793757803191344, -10.069554308224877, -2.9928422567064077, -16.440710296934196, 12.118153544514998
43, 18.941289169493203, 334.1416061013457, 22.812383405128788, -11.266415364948191, 7.569133570810793, -20.325684486976236, -2.5587129531768196, -15.607842320330606, 11.73239056680103, 10.481446516170621, 29.68932119538196, 1.9639916946886906, -8.31200802492613, 3.917283507972961, -7.803206946675085, -19.826991521390713, -6.05346732728656, 18.18767722126526, -6.053467327286558, -19.82699152139071, -7.8032069466750755, 3.9172835079729627, -8.312008024926131, 1.9639916946886924, 29.689321195381964, 10.481446516170621, 11.732390566801026, -15.607842320330604, -2.5587129531768236, -20.325684486976236, 7.569133570810792, -11.266415364948188, 22.812383405128784
44, 12.212381607732073, 342.2968788225545, 31.483066606204805, -5.9878722760322525, 13.215261814361604, -22.054106715427203, 13.336044064752006, -7.278345553472173, 27.410643458219276, 0.70378473913422, -34.924723253793346, -6.9541497904882, -0.18000431159869024, -6.026882906638615, -18.14034057594901, 8.821751053547692, -0.9060409101944842, -26.342949942474092, -0.9060409101944806, 8.82175105354769, -18.140340575949015, -6.026882906638614, -0.18000431159868935, -6.9541497904882, -34.92472325379333, 0.7037847391342222, 27.410643458219283, -7.278345553472173, 13.336044064752006, -22.0541067154272, 13.215261814361607, -5.987872276032254, 31.483066606204808
