sample, mag, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15
1[9.372398015166771, 10.285591006192206, 8.840785562986017, 10.33011144817736, 12.04707067856419, 8.894619582848618, 11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839], 159.87227219142488, -3.3366163429135343, -0.3970816891448493, 2.1104957930891373, -0.764283968361667, -3.604780385876027, -1.1722873836379497, 5.076560157969252, -3.760907050776538, 5.076560157969252, -1.1722873836379488, -3.6047803858760274, -0.7642839683616672, 2.1104957930891377, -0.39708168914484887, -3.3366163429135343
2[10.285591006192206, 8.840785562986017, 10.33011144817736, 12.04707067856419, 8.894619582848618, 11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485], 160.4131492402722, -2.0826727075574767, -0.33605868453597565, -0.8367459186703226, 1.1327087008862833, 2.4386311806409466, -2.308409928653555, -4.844858141876433, 3.220030001929217, -4.844858141876433, -2.308409928653556, 2.438631180640946, 1.1327087008862833, -0.8367459186703219, -0.3360586845359754, -2.0826727075574767
3[8.840785562986017, 10.33011144817736, 12.04707067856419, 8.894619582848618, 11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174], 160.88256712436691, -0.6188525054883633, -0.2871255400729007, -3.112151995186017, 0.2234069195143461, 1.0178173889693625, 3.564066394355579, 2.9010077682741633, -3.6894478860239275, 2.9010077682741624, 3.564066394355579, 1.0178173889693625, 0.22340691951434632, -3.112151995186017, -0.2871255400729005, -0.6188525054883642
4[10.33011144817736, 12.04707067856419, 8.894619582848618, 11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846], 160.21937954305588, -0.1429409360542194, -1.0083604683772696, -2.2684008804616935, -1.6021265849809936, -3.433261868680991, -2.732414551593258, -0.3722177111588435, 4.352635467334963, -0.37221771115884283, -2.732414551593258, -3.433261868680991, -1.6021265849809936, -2.2684008804616944, -1.0083604683772696, -0.14294093605421962
5[12.04707067856419, 8.894619582848618, 11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846, 8.196573401187779], 159.6988539797067, 0.5370167623151927, -0.8437910843812371, 1.839984197450671, 0.4397806617966894, 2.4722715737879497, 1.331406059469387, -1.069148622880217, -3.8321099039857955, -1.0691486228802178, 1.3314060594693866, 2.472271573787949, 0.4397806617966892, 1.8399841974506705, -0.8437910843812375, 0.5370167623151918
6[8.894619582848618, 11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846, 8.196573401187779, 11.978075336128006], 157.5653159327171, -0.31538804340741766, -1.1730539845608385, 3.3807197172632777, 2.122652148330168, 2.8780623517420154, 2.8786868295609422, 4.839404467739116, 5.965647950975381, 4.839404467739116, 2.878686829560942, 2.8780623517420154, 2.122652148330168, 3.380719717263277, -1.173053984560839, -0.31538804340741855
7[11.283781310962635, 9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846, 8.196573401187779, 11.978075336128006, 7.70922262861638], 157.49632059028093, 0.9500167837532021, 1.2695932025021697, 2.8546413256115204, 1.6937573851928958, -2.515103710988438, -3.2201588941627834, -5.675623419990497, -5.896652608539199, -5.675623419990497, -3.220158894162784, -2.5151037109884373, 1.6937573851928962, 2.8546413256115213, 1.2695932025021692, 0.9500167837532021
8[9.434546288363858, 10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846, 8.196573401187779, 11.978075336128006, 7.70922262861638, 11.83740463952766], 156.3109236360487, 1.0446215260307876, 2.1993230279367877, -1.580508268675316, -2.0536568058939864, -0.43045819239465466, 2.58250311873209, 6.811939482555313, 7.082049562771431, 6.811939482555312, 2.582503118732089, -0.43045819239465577, -2.0536568058939864, -1.5805082686753162, 2.199323027936787, 1.0446215260307872
9[10.703809412032593, 10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846, 8.196573401187779, 11.978075336128006, 7.70922262861638, 11.83740463952766, 9.72445722779906], 156.8645469646137, 2.6770703267021365, 3.4175870157291275, -2.6670505540427847, -0.5083604309606641, 3.8180966267185434, 0.3618741031618855, -6.2372838170360225, -7.635672891336441, -6.237283817036021, 0.36187410316188684, 3.8180966267185443, -0.5083604309606643, -2.667050554042784, 3.417587015729128, 2.6770703267021365
10[10.23863584204992, 10.394990912074954, 9.385080470508962, 9.351371055229942, 9.99113683825217, 9.822382674083602, 10.03683814277839, 9.841815899261485, 9.622403424881174, 8.320259999636846, 8.196573401187779, 11.978075336128006, 7.70922262861638, 11.83740463952766, 9.72445722779906, 9.073262493183273], 157.1544579040489, 3.616178892466304, 2.285249542947308, -0.9034430671310725, 1.5000334773289623, -3.156353893982068, -3.8528917030750476, 3.891592119731266, 7.345761951901238, 3.891592119731266, -3.8528917030750476, -3.156353893982068, 1.5000334773289623, -0.9034430671310725, 2.285249542947308, 3.616178892466304
